tmdb_film_id,tmdb_person_id,job,,
742,11037,Director,,
742,11037,Screenplay,,
742,11053,Producer,,
742,11232,Director of Photography,,
742,11233,Editor,,
742,11234,Editor,,
742,11235,Art Direction,,
742,11236,Set Decoration,,
742,11237,Costume Design,,
742,11238,Makeup Artist,,
742,11239,Makeup Artist,,
742,11241,Sound Designer,,
742,11242,Sound Designer,,
742,11243,Sound Designer,,
743,1077,Director of Photography,,
743,11069,Director,,
743,11069,Screenplay,,
743,11244,Producer,,
743,11245,Executive Producer,,
743,11246,Executive Producer,,
743,11247,Producer,,
743,11248,Original Music Composer,,
743,11249,Editor,,
743,11250,Production Design,,
743,11251,Costume Design,,
743,11252,Makeup Artist,,
743,11253,Sound Designer,,
743,11254,Set Designer,,
753,432,Production Design,,
753,11147,Editor,,
753,11147,Director,,
753,11147,Screenplay,,
753,11147,Producer,,
753,11414,Director of Photography,,
753,11414,Producer,,
753,11415,Producer,,
753,11415,Director of Photography,,
753,11416,Original Music Composer,,
759,4358,Screenplay,,
759,8511,Sound Designer,,
759,11435,Director,,
759,11436,Novel,,
759,11437,Theatre Play,,
759,11438,Producer,,
759,11439,Original Music Composer,,
759,11440,Original Music Composer,,
759,11441,Original Music Composer,,
759,11442,Director of Photography,,
759,11443,Editor,,
759,11444,Set Decoration,,
759,11445,Costume Design,,
759,11446,Sound Designer,,
763,108,Screenplay,,
763,108,Director,,
763,126,Screenplay,,
763,126,Casting,,
763,1390,Editor,,
763,11325,Story,,
763,11325,Screenplay,,
763,11327,Original Music Composer,,
763,11328,Director of Photography,,
763,11329,Production Design,,
763,11330,Art Direction,,
763,15089,Producer,,
763,1104303,Costume Design,,
764,7623,Director,,
764,7623,Screenplay,,
764,7623,Executive Producer,,
764,11357,Executive Producer,,
764,11359,Executive Producer,,
764,11359,Producer,,
764,11467,Producer,,
764,11468,Original Music Composer,,
764,11469,Director of Photography,,
764,11470,Editor,,
764,11471,Makeup Artist,,
769,1032,Screenplay,,
769,1032,Director,,
769,2242,Casting,,
769,3661,Editor,,
769,3769,Director of Photography,,
769,4188,Set Decoration,,
769,7163,Author,,
769,7163,Screenplay,,
769,7170,Executive Producer,,
769,9178,Production Design,,
769,11472,Producer,,
769,11473,Producer,,
769,11474,Editor,,
769,11475,Art Direction,,
769,11476,Costume Design,,
770,2774,Director of Photography,,
770,3248,Producer,,
770,3249,Original Music Composer,,
770,3358,Art Direction,,
770,4104,Set Decoration,,
770,4341,Writer,,
770,9049,Director,,
770,10790,Director,,
770,11487,Novel,,
770,11488,Screenplay,,
770,11489,Production Design,,
770,11491,Costume Design,,
770,13338,Director of Photography,,
770,14674,Director,,
770,20599,Writer,,
770,82172,Writer,,
770,86404,Writer,,
770,1123078,Casting,,
770,1123079,Casting,,
771,491,Original Music Composer,,
771,1215,Editor,,
771,2874,Casting,,
771,3275,Casting,,
771,6480,Set Decoration,,
771,10965,Director,,
771,11505,Producer,,
771,11505,Screenplay,,
771,11506,Director of Photography,,
771,11507,Production Design,,
771,11508,Art Direction,,
771,11509,Costume Design,,
773,4855,Producer,,
773,4857,Producer,,
773,5215,Costume Design,,
773,6959,Casting,,
773,16959,Director,,
773,16960,Director,,
773,16961,Author,,
773,17144,Producer,,
773,17146,Director of Photography,,
773,17147,Editor,,
773,17148,Production Design,,
773,17149,Art Direction,,
773,17150,Set Decoration,,
773,17172,Producer,,
773,17173,Producer,,
776,11528,Director,,
776,11528,Screenplay,,
776,11529,Novel,,
776,11530,Director of Photography,,
776,11531,Editor,,
776,11532,Editor,,
776,11533,Costume Design,,
777,11528,Director,,
777,11528,Screenplay,,
777,11531,Editor,,
777,11553,Producer,,
777,11554,Producer,,
777,11555,Original Music Composer,,
777,11556,Director of Photography,,
777,11558,Set Decoration,,
777,11559,Costume Design,,
777,11560,Makeup Artist,,
777,11561,Sound Designer,,
777,39206,Dialogue,,
778,5763,Director,,
778,5763,Screenplay,,
778,5763,Producer,,
778,5781,Producer,,
778,5783,Original Music Composer,,
778,5786,Production Design,,
778,5786,Set Decoration,,
778,11562,Director of Photography,,
778,11563,Director of Photography,,
778,11564,Production Design,,
778,11565,Sound Designer,,
779,11572,Producer,,
779,11572,Director,,
779,11573,Novel,,
779,11574,Screenplay,,
779,11575,Original Music Composer,,
779,11577,Director of Photography,,
779,11578,Editor,,
779,11579,Art Direction,,
779,11580,Set Decoration,,
779,11581,Sound Designer,,
779,11582,Special Effects,,
779,11583,Producer,,
779,11593,Director of Photography,,
780,11572,Editor,,
780,11572,Director,,
780,11572,Screenplay,,
780,11592,Original Music Composer,,
780,11593,Director of Photography,,
780,11594,Costume Design,,
780,11622,Screenplay,,
780,11623,Editor,,
781,710,Casting,,
781,1071,Director,,
781,1071,Screenplay,,
781,1071,Original Music Composer,,
781,1073,Producer,,
781,1075,Original Music Composer,,
781,1076,Original Music Composer,,
781,1077,Director of Photography,,
781,1079,Production Design,,
781,3709,Executive Producer,,
781,11602,Novel,,
781,11603,Editor,,
781,11604,Art Direction,,
781,11605,Costume Design,,
781,11606,Sound Designer,,
781,11607,Sound Designer,,
793,3686,Casting,,
793,4434,Director of Photography,,
793,5602,Director,,
793,5602,Screenplay,,
793,5628,Original Music Composer,,
793,5634,Production Design,,
793,6592,Editor,,
793,8971,Casting,,
793,11789,Producer,,
793,11790,Executive Producer,,
793,11791,Set Decoration,,
797,6648,Director,,
797,6648,Screenplay,,
797,6648,Producer,,
797,11904,Original Music Composer,,
797,11905,Director of Photography,,
797,11906,Editor,,
797,11907,Production Design,,
797,11908,Costume Design,,
797,11909,Production Manager,,
797,11910,Sound Designer,,
797,11912,Sound Designer,,
797,11914,Sound mixer,,
800,793,Director,,
800,793,Screenplay,,
800,11962,Screenplay,,
800,11963,Producer,,
800,11964,Producer,,
800,11965,Producer,,
800,11966,Original Music Composer,,
800,11967,Original Music Composer,,
800,11968,Director of Photography,,
800,11969,Editor,,
800,11970,Production Design,,
800,11971,Art Direction,,
804,2307,Director of Photography,,
804,2578,Original Music Composer,,
804,4350,Costume Design,,
804,5188,Art Direction,,
804,10001,Producer,,
804,10001,Director,,
804,11561,Sound Designer,,
804,11993,Novel,,
804,11994,Screenplay,,
804,11995,Screenplay,,
804,11996,Producer,,
804,11997,Editor,,
805,3556,Director,,
805,3556,Screenplay,,
805,9107,Sound Designer,,
805,12011,Producer,,
805,12012,Producer,,
805,12013,Original Music Composer,,
805,12015,Editor,,
805,12016,Editor,,
805,12017,Production Design,,
805,12018,Art Direction,,
805,12019,Set Decoration,,
805,12020,Costume Design,,
805,12846,Director of Photography,,
805,13019,Novel,,
807,117,Original Music Composer,,
807,605,Costume Design,,
807,944,Production Design,,
807,2240,Director of Photography,,
807,3192,Casting,,
807,4023,Casting,,
807,4197,Set Decoration,,
807,5328,Casting,,
807,6581,Editor,,
807,7467,Director,,
807,10764,Producer,,
807,11815,Executive Producer,,
807,12047,Screenplay,,
807,12048,Producer,,
807,12050,Executive Producer,,
807,12051,Art Direction,,
824,1095,Director of Photography,,
824,1720,Casting,,
824,3050,Editor,,
824,5486,Producer,,
824,6201,Director,,
824,6201,Screenplay,,
824,6201,Producer,,
824,6203,Costume Design,,
824,6203,Production Design,,
824,6203,Producer,,
824,6204,Producer,,
824,6208,Set Decoration,,
824,6211,Screenplay,,
824,7045,Original Music Composer,,
824,12201,Producer,,
824,12202,Producer,,
824,12203,Casting,,
824,12204,Art Direction,,
824,12205,Costume Design,,
827,2559,Screenplay,,
827,2559,Producer,,
827,2559,Director,,
827,2562,Screenplay,,
827,2579,Director of Photography,,
827,2580,Editor,,
827,5733,Author,,
827,5734,Author,,
827,12262,Original Music Composer,,
827,12264,Art Direction,,
827,12265,Sound Designer,,
829,597,Casting,,
829,598,Casting,,
829,1153,Director of Photography,,
829,1760,Original Music Composer,,
829,3106,Music Editor,,
829,3457,Special Effects,,
829,3556,Director,,
829,7648,Director of Photography,,
829,7690,Producer,,
829,11057,Screenplay,,
829,12015,Editor,,
829,12017,Production Design,,
829,12020,Costume Design,,
829,12288,Producer,,
829,12291,Art Direction,,
829,12292,Set Decoration,,
829,12294,Sound Editor,,
832,68,Director,,
832,68,Screenplay,,
832,157,Screenplay,,
832,9836,Director of Photography,,
832,11578,Editor,,
832,12319,Art Direction,,
832,12320,Art Direction,,
832,12321,Sound Designer,,
832,13902,Producer,,
832,68,Director,,
832,68,Screenplay,,
832,157,Screenplay,,
832,9836,Director of Photography,,
832,11578,Editor,,
832,12319,Art Direction,,
832,12320,Art Direction,,
832,12321,Sound Designer,,
832,13902,Producer,,
837,117,Original Music Composer,,
837,224,Writer,,
837,224,Director,,
837,310,Editor,,
837,7413,Director of Photography,,
837,8315,Art Direction,,
837,12476,Producer,,
837,12477,Executive Producer,,
837,12479,Executive Producer,,
837,12480,Set Decoration,,
837,12481,Costume Design,,
837,16178,Makeup Effects,,
837,97724,Makeup Effects,,
837,563116,Makeup Artist,,
837,1286346,Hairstylist,,
837,1286358,Makeup Effects,,
837,1286359,Hairstylist,,
837,1286360,Special Effects,,
842,1262,Casting,,
842,4185,Director of Photography,,
842,4185,Producer,,
842,6193,Executive Producer,,
842,8428,Costume Design,,
842,11218,Producer,,
842,11308,Music Editor,,
842,12525,Line Producer,,
842,12525,Unit Production Manager,,
842,12526,Executive Producer,,
842,12526,Unit Production Manager,,
842,12528,Director,,
842,12529,Producer,,
842,12531,Producer,,
842,12533,Sound mixer,,
842,12534,Development Manager,,
842,12535,Production Manager,,
842,12561,Post Production Supervisor,,
842,12562,Supervising Sound Editor,,
842,12563,Art Direction,,
842,12563,Assistant Art Director,,
842,12564,Art Department Coordinator,,
842,12565,Art Department Assistant,,
842,12566,Art Department Assistant,,
842,12567,Storyboard,,
842,12568,Set Decoration,,
842,12570,Set Decoration Buyer,,
842,12571,Set Dressing Artist,,
842,12572,Set Dressing Artist,,
842,12573,Set Dressing Artist,,
842,12574,Greensman,,
842,12575,Camera Operator,,
842,12577,Director of Photography,,
842,12578,Director of Photography,,
842,12579,Still Photographer,,
842,12580,Camera Intern,,
842,12581,Director of Photography,,
842,12582,Video Assist Operator,,
842,12583,24 Frame Playback,,
842,12585,Archival Footage Coordinator,,
842,12585,Producer,,
842,12586,Archival Footage Research,,
842,12587,Boom Operator,,
842,12588,Cableman,,
842,12589,Script Supervisor,,
842,12590,Author,,
842,12591,Production Supervisor,,
842,12592,Production Manager,,
842,12593,Production Manager,,
842,12594,Administration,,
842,12595,Production Office Assistant,,
842,12596,Production Intern,,
842,12597,Production Intern,,
842,12598,Gaffer,,
842,12599,Best Boy Electrician,,
842,12600,Electrician,,
842,12601,Electrician,,
842,12602,Electrician,,
842,12603,Rigging Gaffer,,
842,12604,Grip,,
842,12605,Grip,,
842,12606,Grip,,
842,12607,Rigging Grip,,
842,12608,Grip,,
842,12609,Grip,,
842,12611,Makeup Department Head,,
842,12612,Makeup Artist,,
842,12613,Makeup Artist,,
842,12614,Makeup Artist,,
842,12615,Hairstylist,,
842,12616,Hairstylist,,
842,12617,Hairstylist,,
842,12618,Wigmaker,,
842,12619,Wigmaker,,
842,12620,Costume Supervisor,,
842,12621,Set Costumer,,
842,12622,Costume Design,,
842,12623,Costume Design,,
842,12624,Screenplay,,
842,12624,Director,,
842,12775,Post Production Consulting,,
842,13030,Special Effects Coordinator,,
842,13031,Stunts Coordinator,,
842,13032,Utility Stunts,,
842,13033,Utility Stunts,,
842,13034,Gun Wrangler,,
842,13035,Location Manager,,
842,13036,Location Manager,,
842,13037,Location Manager,,
842,13039,Location Scout,,
842,13040,Location Scout,,
842,13041,Location Scout,,
842,13042,Location Scout,,
842,13043,Location Scout,,
842,13045,Actor's Assistant,,
842,13046,Actor's Assistant,,
842,13047,Actor's Assistant,,
842,13048,Actor's Assistant,,
842,13050,Dialect Coach,,
842,13051,Stand In,,
842,13052,Stand In,,
842,13053,Stand In,,
842,13054,Stand In,,
842,13055,Stand In,,
842,13056,Set Production Assistant,,
842,13057,Set Production Assistant,,
842,13058,Set Production Assistant,,
842,13059,Set Production Intern,,
842,13060,Set Production Intern,,
842,13061,Set Production Intern,,
842,13062,Set Production Intern,,
842,13063,Set Production Intern,,
842,13064,Casting,,
842,13065,Casting,,
842,13067,Production Controller,,
842,13068,Production Accountant,,
842,13069,Production Accountant,,
842,13070,Production Accountant,,
842,13071,Set Medic,,
842,13072,Set Medic,,
842,13073,Studio Teachers,,
842,13074,Studio Teachers,,
842,13075,Studio Teachers,,
842,13096,Chef,,
842,13099,Craft Service,,
842,13102,Construction Coordinator,,
842,13104,Construction Foreman,,
842,13107,Lead Painter,,
842,13110,Scenic Artist,,
842,13112,Sign Painter,,
842,13113,Standby Painter,,
842,13114,Property Master,,
842,13115,Property Master,,
842,13116,Propmaker,,
842,13117,Prop Maker,,
842,13118,Transportation Captain,,
842,13119,Transportation Co-Captain,,
842,13120,Picture Car Coordinator,,
842,13129,Driver,,
842,13130,Driver,,
842,13133,Driver,,
842,13138,Security,,
842,13139,Line Producer,,
842,13140,Second Unit Cinematographer,,
842,13141,Director,,
842,13142,Leadman,,
842,13143,Director of Photography,,
842,13144,Director of Photography,,
842,13145,Loader,,
842,13146,Sound mixer,,
842,13147,Boom Operator,,
842,13148,Script Supervisor,,
842,13149,Gaffer,,
842,13150,Grip,,
842,13152,Hairstylist,,
842,13153,Location Manager,,
842,13154,Casting,,
842,13155,Construction Coordinator,,
842,13156,Transportation Coordinator,,
842,13157,Unit Production Manager,,
842,13160,Gaffer,,
842,13161,Grip,,
842,13162,First Assistant Editor,,
842,13163,Producer,,
842,13163,Additional Music Supervisor,,
842,13164,Additional Music Supervisor,,
842,13165,Sound Effects Editor,,
842,13166,Sound Effects Editor,,
842,13168,Dialogue Editor,,
842,13169,First Assistant Sound Editor,,
842,13170,Sound Editor,,
842,13171,Sound Editor,,
842,13172,ADR & Dubbing,,
842,13173,ADR & Dubbing,,
842,13174,Foley,,
842,13175,Foley,,
842,13176,Foley,,
842,13177,Sound Re-Recording Mixer,,
842,13179,Sound Re-Recording Mixer,,
842,13180,Imaging Science,,
842,13181,Visual Effects Supervisor,,
842,13182,Compositors,,
842,13183,Compositors,,
842,13184,Compositors,,
842,13185,I/O Supervisor,,
842,13186,Executive Producer,,
842,13187,Executive Producer,,
842,13188,Visual Effects Producer,,
842,13189,Color Timer,,
842,13190,Color Timer,,
842,13192,VFX Production Coordinator,,
842,13193,Digital Intermediate,,
842,13194,Digital Intermediate,,
842,13195,Manager of Operations,,
842,13196,I/O Manager,,
842,13197,Digital Intermediate,,
842,13198,Production Supervisor,,
842,13199,Quality Control Supervisor,,
842,13200,Legal Services,,
842,13201,Legal Services,,
842,13202,Legal Services,,
842,13203,Legal Services,,
842,13204,Unit Publicist,,
842,13205,Public Relations,,
842,13206,Finance,,
842,13207,Finance,,
842,13208,Finance,,
842,13209,Administration,,
842,13210,Administration,,
842,13211,Scoring Mixer,,
842,13212,Music,,
842,13213,Music,,
842,13214,Music,,
842,13215,Music,,
842,13216,Music,,
842,13217,Music,,
842,13218,Music,,
842,13219,Score Engineer,,
842,13220,Translator,,
842,13221,Title Graphics,,
842,13222,Telecine Colorist,,
842,13223,Color Timer,,
842,13224,Dolby Consultant,,
842,13225,Music,,
842,13226,Music,,
842,13227,Editor,,
842,13228,Production Design,,
842,13229,Executive Producer,,
842,13229,Screenplay,,
842,13230,Executive Producer,,
842,13231,Executive Producer,,
842,13233,Executive Producer,,
842,13234,Executive Producer,,
842,13235,Executive Producer,,
842,13236,Producer,,
842,29222,Director of Photography,,
843,1357,Director of Photography,,
843,12453,Screenplay,,
843,12453,Producer,,
843,12453,Director,,
843,12454,Music,,
843,12455,Original Music Composer,,
843,12667,Director of Photography,,
843,21909,Executive Producer,,
843,45818,Editor,,
843,232804,Director of Photography,,
844,607,Producer,,
844,1357,Director of Photography,,
844,3767,Original Music Composer,,
844,12453,Director,,
844,12453,Producer,,
844,12453,Screenplay,,
844,12455,Original Music Composer,,
844,12667,Director of Photography,,
844,12668,Director of Photography,,
844,12682,Producer,,
844,12684,Producer,,
844,18839,Producer,,
844,45818,Editor,,
845,2636,Producer,,
845,2636,Director,,
845,2654,Director of Photography,,
845,2773,Editor,,
845,4082,Original Music Composer,,
845,4126,Set Decoration,,
845,4313,Makeup Artist,,
845,4341,Screenplay,,
845,4362,Producer,,
845,12491,Novel,,
845,12492,Adaptation,,
845,12493,Screenplay,,
845,12494,Screenplay,,
845,12495,Art Direction,,
845,12496,Sound Designer,,
851,7391,Sound Editor,,
851,7501,Producer,,
851,12238,Director,,
851,12718,Writer,,
851,12718,Producer,,
851,12719,Producer,,
851,12720,Director of Photography,,
851,12721,Editor,,
851,12722,Art Direction,,
851,12723,Special Effects,,
854,800,Editor,,
854,10809,Unit Production Manager,,
854,11402,Screenplay,,
854,12772,Stunt Coordinator,,
854,12774,Executive Producer,,
854,12775,Executive In Charge Of Post Production,,
854,12777,Production Manager,,
854,12778,Production Accountant,,
854,12780,Production Accountant,,
854,12781,Production Accountant,,
854,14712,Original Music Composer,,
854,26713,Director,,
854,26714,Director of Photography,,
859,1301,Director of Photography,,
859,1301,Editor,,
859,1528,Original Music Composer,,
859,3224,Director,,
859,5491,Art Direction,,
859,11386,Costume Design,,
859,11879,Author,,
859,11879,Screenplay,,
859,12952,Screenplay,,
859,12954,Producer,,
859,12955,Producer,,
859,12961,Art Direction,,
863,7,Screenplay,,
863,8,Editor,,
863,7879,Director,,
863,7885,Original Music Composer,,
863,7902,Casting,,
863,7903,Casting,,
863,12906,Screenplay,,
863,12907,Screenplay,,
863,12908,Screenplay,,
863,12909,Producer,,
863,12910,Executive Producer,,
863,12911,Producer,,
863,12912,Director of Photography,,
863,12913,Editor,,
863,12914,Editor,,
863,12915,Production Design,,
863,12916,Production Design,,
866,7790,Art Direction,,
866,9153,Production Design,,
866,12995,Director,,
866,12996,Screenplay,,
866,12997,Producer,,
866,12998,Producer,,
866,13000,Director of Photography,,
866,13002,Author,,
866,13002,Screenplay,,
866,13005,Editor,,
866,13008,Set Decoration,,
866,13009,Costume Design,,
866,22680,Original Music Composer,,
868,2623,Casting,,
868,11860,Novel,,
868,13079,Writer,,
868,13079,Director,,
868,13081,Producer,,
868,13082,Original Music Composer,,
868,13083,Original Music Composer,,
868,13084,Director of Photography,,
868,13085,Editor,,
868,13086,Production Design,,
868,13087,Art Direction,,
868,13088,Set Decoration,,
868,13089,Costume Design,,
868,13090,Costume Design,,
870,636,Original Music Composer,,
870,3317,Editor,,
870,3317,Screenplay,,
870,3317,Director,,
870,4998,Director of Photography,,
870,5000,Production Design,,
870,7452,Producer,,
870,13246,Producer,,
870,13247,Costume Design,,
870,13248,Sound Designer,,
872,9055,Songs,,
872,9055,Producer,,
872,9057,Director of Photography,,
872,9062,Art Direction,,
872,9063,Set Decoration,,
872,11491,Costume Design,,
872,13284,Choreographer,,
872,13284,Director,,
872,13286,Story,,
872,13286,Screenplay,,
872,13289,Editor,,
872,13290,Art Direction,,
872,13292,Special Effects,,
872,13293,Special Effects,,
872,13294,Choreographer,,
872,13294,Director,,
872,41409,Set Decoration,,
872,95665,Original Music Composer,,
872,197796,Screenplay,,
872,197796,Story,,
872,1147360,Songs,,
875,2891,Director,,
875,4297,Screenplay,,
875,7652,Costume Design,,
875,8622,Art Direction,,
875,13335,Executive Producer,,
875,13336,Original Music Composer,,
875,13337,Original Music Composer,,
875,13338,Director of Photography,,
875,13339,Sound Designer,,
883,313,Director of Photography,,
883,330,Editor,,
883,1632,Director of Photography,,
883,4429,Director,,
883,4429,Screenplay,,
883,4429,Editor,,
883,4434,Director of Photography,,
883,5670,Production Design,,
883,6400,Director of Photography,,
883,6406,Editor,,
883,13233,Producer,,
883,13234,Producer,,
883,13600,Music,,
883,13601,Editor,,
883,13604,Music,,
892,2240,Director of Photography,,
892,2402,Producer,,
892,2419,Screenplay,,
892,2419,Director,,
892,2425,Editor,,
892,13680,Screenplay,,
892,13680,Director,,
892,13681,Screenplay,,
892,13683,Music,,
892,13685,Costume Design,,
895,8452,Writer,,
895,8452,Director,,
895,8461,Original Music Composer,,
895,8462,Director of Photography,,
895,8463,Editor,,
895,8480,Producer,,
895,13698,Editor,,
895,13699,Editor,,
895,13700,Production Design,,
895,13701,Production Design,,
895,13702,Production Design,,
895,13703,Costume Design,,
895,13704,Costume Design,,
895,13705,Sound Designer,,
895,58728,Writer,,
900,3252,Special Effects,,
900,4345,Original Music Composer,,
900,4352,Makeup Artist,,
900,11036,Art Direction,,
900,11435,Producer,,
900,11435,Director,,
900,13802,Screenplay,,
900,13803,Screenplay,,
900,13807,Producer,,
900,13809,Director of Photography,,
900,13811,Costume Design,,
900,13813,Sound Designer,,
900,1182098,Editor,,
902,2240,Director of Photography,,
902,2402,Producer,,
902,2419,Director,,
902,2419,Screenplay,,
902,2424,Casting,,
902,2425,Editor,,
902,5628,Original Music Composer,,
902,8385,Costume Design,,
902,13680,Screenplay,,
902,13680,Production Design,,
902,13680,Director,,
902,13681,Screenplay,,
902,13828,Producer,,
902,13829,Producer,,
902,13830,Producer,,
902,13831,Producer,,
902,13834,Producer,,
902,13838,Set Decoration,,
902,13839,Set Decoration,,
902,13840,Set Decoration,,
902,13841,Set Decoration,,
905,9837,Director of Photography,,
905,13899,Director,,
905,13900,Novel,,
905,13901,Screenplay,,
905,13902,Producer,,
905,13903,Art Direction,,
906,67,Producer,,
906,1940,Director of Photography,,
906,2500,Original Music Composer,,
906,13884,Director,,
906,13885,Screenplay,,
906,13886,Screenplay,,
906,13887,Production Design,,
906,13888,Editor,,
906,13889,Sound Designer,,
906,13890,Production Manager,,
906,13891,Location Manager,,
909,7662,Novel,,
909,9055,Producer,,
909,9061,Art Direction,,
909,9062,Art Direction,,
909,9063,Set Decoration,,
909,12307,Director of Photography,,
909,13288,Producer,,
909,13574,Costume Design,,
909,13980,Director,,
909,13981,Screenplay,,
909,13982,Screenplay,,
909,13983,Original Music Composer,,
909,13984,Editor,,
909,13985,Art Direction,,
909,13986,Makeup Artist,,
909,13989,Makeup Artist,,
909,13990,Sound Designer,,
910,2663,Executive Producer,,
910,3249,Original Music Composer,,
910,4125,Art Direction,,
910,4128,Makeup Artist,,
910,4297,Screenplay,,
910,4298,Screenplay,,
910,4315,Sound Designer,,
910,11435,Director,,
910,11435,Producer,,
910,12493,Novel,,
910,13971,Screenplay,,
910,13972,Director of Photography,,
910,13973,Editor,,
910,13974,Set Decoration,,
914,4104,Set Decoration,,
914,9081,Director of Photography,,
914,13848,Producer,,
914,13848,Original Music Composer,,
914,13848,Director,,
914,13848,Screenplay,,
914,14019,Producer,,
914,14020,Director of Photography,,
914,14021,Editor,,
914,14022,Art Direction,,
914,14023,Makeup Artist,,
914,14025,Sound Designer,,
914,14026,Sound Designer,,
914,424103,Original Music Composer,,
916,1222,Art Direction,,
916,3449,Editor,,
916,4311,Set Decoration,,
916,6455,Costume Design,,
916,9217,Original Music Composer,,
916,12437,Set Decoration,,
916,12804,Director,,
916,12846,Director of Photography,,
916,13940,Screenplay,,
916,14051,Novel,,
916,14053,Screenplay,,
916,14054,Producer,,
916,14055,Executive Producer,,
916,14056,Makeup Artist,,
916,14058,Sound Designer,,
916,14059,Special Effects,,
917,14071,Dialogue,,
917,14072,Dialogue,,
917,14073,Original Music Composer,,
917,14074,Director of Photography,,
917,14075,Editor,,
917,14076,Art Direction,,
917,14077,Makeup Artist,,
917,14088,Director,,
917,14088,Producer,,
922,330,Editor,,
922,1632,Director of Photography,,
922,2242,Casting,,
922,4429,Screenplay,,
922,4429,Director,,
922,4835,Producer,,
922,11714,Costume Design,,
922,15425,Original Music Composer,,
922,15426,Casting,,
922,15427,Production Design,,
922,15428,Art Direction,,
922,15429,Set Decoration,,
922,15430,Hairstylist,,
922,15431,Makeup Artist,,
922,15432,Supervising Sound Editor,,
922,15433,Sound Effects Editor,,
922,15434,Special Effects Coordinator,,
922,15435,Visual Effects Supervisor,,
922,15436,Visual Effects Supervisor,,
922,15437,Stunt Coordinator,,
922,15438,Stunts,,
925,548,Production Design,,
925,5281,Screenplay,,
925,5281,Producer,,
925,5281,Director,,
925,5289,Editor,,
925,9619,Sound Designer,,
925,15520,Original Music Composer,,
925,15521,Director of Photography,,
925,15522,Casting,,
925,15523,Set Decoration,,
925,15524,Costume Design,,
925,15525,Makeup Artist,,
925,15526,Hairstylist,,
925,15527,Sound Editor,,
925,15528,Special Effects,,
925,15529,Stunt Coordinator,,
925,15530,Stunts,,
927,488,Executive Producer,,
927,671,Supervising Sound Editor,,
927,1760,Original Music Composer,,
927,4600,Director,,
927,9968,Set Decoration,,
927,10064,Production Design,,
927,10965,Screenplay,,
927,16154,Producer,,
927,16155,Original Music Composer,,
927,16156,Director of Photography,,
927,16157,Editor,,
927,16158,Casting,,
927,16159,Makeup Artist,,
927,16160,Hairstylist,,
927,16161,Music Editor,,
927,16162,Special Effects,,
927,16163,Stunt Coordinator,,
927,16164,Stunts,,
931,10612,Sound Recordist,,
931,11714,Costume Design,,
931,13488,Editor,,
931,14132,Director of Photography,,
931,14132,Director,,
931,14134,Screenplay,,
931,14135,Producer,,
931,14136,Producer,,
931,14137,Executive Producer,,
931,14138,Original Music Composer,,
931,14139,Director of Photography,,
931,14141,Casting,,
931,14142,Casting,,
931,14143,Art Direction,,
931,14144,Costume Design,,
931,14145,Sound Editor,,
931,589662,Screenplay,,
934,2578,Original Music Composer,,
934,14227,Director,,
934,14227,Adaptation,,
934,14228,Dialogue,,
934,14228,Novel,,
934,14228,Screenplay,,
934,14229,Screenplay,,
934,14231,Producer,,
934,14232,Producer,,
934,14233,Producer,,
934,14234,Director of Photography,,
934,14235,Editor,,
934,14236,Production Design,,
934,14237,Costume Design,,
934,14238,Makeup Artist,,
934,14240,Sound Designer,,
934,14241,Sound Designer,,
935,240,Director,,
935,240,Screenplay,,
935,240,Producer,,
935,257,Producer,,
935,7753,Director of Photography,,
935,8950,Screenplay,,
935,9869,Production Design,,
935,12009,Editor,,
935,14250,Screenplay,,
935,14250,Novel,,
935,14251,Executive Producer,,
935,14252,Original Music Composer,,
940,2636,Director,,
940,3605,Original Music Composer,,
940,3613,Original Music Composer,,
940,7386,Director of Photography,,
940,14291,Novel,,
940,14292,Screenplay,,
940,14293,Screenplay,,
940,14294,Producer,,
940,14295,Editor,,
940,14297,Sound Recordist,,
946,1940,Director of Photography,,
946,2920,Editor,,
946,4508,Screenplay,,
946,7652,Costume Design,,
946,7653,Sound Designer,,
946,7654,Sound Designer,,
946,11783,Producer,,
946,12292,Set Decoration,,
946,12346,Art Direction,,
946,12348,Set Decoration,,
946,14353,Director,,
946,14354,Author,,
946,14355,Executive Producer,,
946,14356,Original Music Composer,,
961,8635,Director,,
961,8635,Screenplay,,
961,8635,Editor,,
961,8635,Producer,,
961,10517,Director,,
961,10517,Screenplay,,
961,10520,Producer,,
961,10523,Art Direction,,
961,14410,Director of Photography,,
961,14411,Director of Photography,,
961,14412,Editor,,
961,14413,Set Decoration,,
965,40,Director,,
965,40,Screenplay,,
965,40,Producer,,
965,1045,Original Music Composer,,
965,3252,Special Effects,,
965,4349,Production Design,,
965,7338,Set Decoration,,
965,7648,Director of Photography,,
965,10153,Costume Design,,
965,11035,Executive Producer,,
965,14510,Producer,,
965,14511,Director,,
965,14512,Sound Recordist,,
965,14513,Sound Recordist,,
975,240,Director,,
975,240,Screenplay,,
975,240,Producer,,
975,2090,Producer,,
975,3335,Screenplay,,
975,3349,Producer,,
975,3350,Original Music Composer,,
975,10769,Screenplay,,
975,11926,Costume Design,,
975,14554,Novel,,
975,14555,Director of Photography,,
975,14556,Editor,,
975,14557,Art Direction,,
975,14559,Makeup Artist,,
975,14560,Sound Designer,,
975,14561,Special Effects,,
976,878,Sound Designer,,
976,2637,Screenplay,,
976,2637,Author,,
